Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Is_single,Edu_2n Cycle,Edu_Basic,Edu_Graduation,Edu_Master,Edu_PhD,Days_Suscribed,Children,TotalAcceptedCmp,TotalSpent
61467.0,69.0,410.0,16.0,114.0,0.0,5.0,49.0,3.0,5.0,2.0,10.0,5.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,2579.0,2.0,0.0,594.0
49618.0,77.0,80.0,3.0,26.0,4.0,2.0,14.0,4.0,3.0,1.0,3.0,7.0,0.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,2531.0,2.0,0.0,129.0
21888.0,15.0,88.0,10.0,46.0,2.0,3.0,64.0,4.0,5.0,1.0,2.0,10.0,0.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,2559.0,1.0,1.0,213.0
42429.0,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,47.0,1.0,0.0,0.0,1.0,0.0,0.0,2150.0,1.0,0.0,67.0
26150.0,61.0,5.0,1.0,13.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,64.0,1.0,0.0,0.0,1.0,0.0,0.0,2487.0,3.0,0.0,28.0
30801.0,23.0,8.0,4.0,5.0,15.0,2.0,11.0,2.0,1.0,0.0,3.0,7.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,2623.0,1.0,0.0,45.0
81168.0,84.0,410.0,0.0,592.0,147.0,22.0,22.0,1.0,6.0,4.0,7.0,3.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,2065.0,0.0,1.0,1193.0
26877.0,74.0,101.0,13.0,76.0,20.0,18.0,40.0,2.0,3.0,1.0,6.0,6.0,0.0,51.0,1.0,0.0,0.0,0.0,1.0,0.0,2326.0,0.0,0.0,268.0
45006.0,90.0,162.0,25.0,53.0,16.0,0.0,10.0,1.0,3.0,1.0,7.0,3.0,0.0,76.0,1.0,0.0,0.0,0.0,1.0,0.0,2358.0,0.0,0.0,266.0
18978.0,41.0,2.0,8.0,1.0,4.0,7.0,15.0,1.0,1.0,0.0,3.0,8.0,0.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,2577.0,1.0,0.0,37.0
22574.0,28.0,25.0,0.0,8.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,2256.0,3.0,0.0,37.0
48240.0,73.0,389.0,91.0,248.0,64.0,49.0,41.0,3.0,6.0,3.0,13.0,5.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,1.0,2609.0,0.0,1.0,882.0
45837.0,88.0,215.0,13.0,87.0,17.0,17.0,24.0,5.0,6.0,2.0,5.0,7.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,2350.0,2.0,0.0,373.0
35791.0,94.0,27.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,8.0,0.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,2431.0,3.0,0.0,35.0
54162.0,31.0,5.0,6.0,10.0,6.0,5.0,10.0,1.0,1.0,0.0,3.0,4.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,2480.0,2.0,0.0,42.0
30522.0,6.0,179.0,8.0,83.0,19.0,11.0,26.0,5.0,1.0,2.0,9.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,2693.0,1.0,0.0,326.0
54456.0,23.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,2365.0,1.0,0.0,404.0
31632.0,92.0,17.0,8.0,12.0,11.0,15.0,32.0,1.0,2.0,1.0,2.0,7.0,0.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,2362.0,0.0,0.0,95.0
72298.0,52.0,625.0,35.0,169.0,58.0,17.0,35.0,1.0,4.0,3.0,6.0,1.0,0.0,71.0,1.0,0.0,0.0,1.0,0.0,0.0,2123.0,0.0,2.0,939.0
36975.0,50.0,10.0,6.0,11.0,0.0,4.0,2.0,1.0,1.0,0.0,3.0,7.0,0.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,2195.0,1.0,0.0,33.0
72635.0,54.0,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6.0,3.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,2403.0,0.0,1.0,981.0
13624.0,93.0,10.0,2.0,15.0,2.0,1.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,2537.0,1.0,0.0,36.0
84196.0,56.0,215.0,63.0,507.0,231.0,31.0,190.0,1.0,8.0,4.0,7.0,3.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,2403.0,1.0,0.0,1237.0
70971.0,28.0,1001.0,17.0,572.0,93.0,125.0,17.0,7.0,11.0,11.0,5.0,7.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,2658.0,1.0,1.0,1825.0
34487.0,94.0,19.0,18.0,33.0,24.0,1.0,8.0,3.0,3.0,0.0,3.0,9.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,2673.0,2.0,0.0,103.0
28769.0,76.0,41.0,5.0,129.0,10.0,3.0,3.0,3.0,4.0,1.0,4.0,9.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,2570.0,1.0,0.0,191.0
69084.0,43.0,1181.0,107.0,199.0,39.0,30.0,30.0,2.0,7.0,3.0,13.0,8.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,2234.0,1.0,0.0,1586.0
65488.0,46.0,603.0,45.0,207.0,36.0,18.0,54.0,1.0,3.0,4.0,6.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,2028.0,0.0,0.0,963.0
62466.0,13.0,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12.0,4.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2177.0,1.0,0.0,889.0
32218.0,27.0,10.0,24.0,15.0,13.0,1.0,30.0,1.0,2.0,1.0,3.0,7.0,0.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,2146.0,0.0,2.0,93.0
83917.0,12.0,514.0,22.0,732.0,42.0,198.0,79.0,1.0,6.0,7.0,7.0,3.0,0.0,47.0,1.0,0.0,0.0,1.0,0.0,0.0,2449.0,0.0,1.0,1587.0
46102.0,3.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0,2123.0,3.0,0.0,16.0
84574.0,72.0,387.0,20.0,713.0,38.0,54.0,163.0,1.0,9.0,11.0,11.0,5.0,0.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,2402.0,0.0,0.0,1375.0
56181.0,6.0,121.0,103.0,69.0,8.0,44.0,48.0,1.0,4.0,2.0,7.0,4.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,2549.0,1.0,0.0,393.0
63120.0,53.0,965.0,69.0,279.0,54.0,41.0,69.0,5.0,8.0,4.0,9.0,7.0,0.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,2651.0,1.0,1.0,1477.0
73691.0,58.0,707.0,21.0,250.0,85.0,43.0,73.0,2.0,6.0,2.0,8.0,2.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,2247.0,1.0,1.0,1179.0
63381.0,78.0,571.0,50.0,142.0,33.0,50.0,159.0,4.0,4.0,5.0,13.0,2.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,2644.0,1.0,0.0,1005.0
76140.0,57.0,586.0,66.0,653.0,17.0,0.0,26.0,1.0,5.0,9.0,6.0,2.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,2059.0,0.0,0.0,1348.0
62859.0,37.0,1063.0,89.0,102.0,16.0,12.0,25.0,4.0,9.0,4.0,6.0,6.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0,2558.0,1.0,0.0,1307.0
45906.0,20.0,305.0,3.0,27.0,4.0,3.0,144.0,2.0,5.0,4.0,4.0,5.0,0.0,56.0,1.0,0.0,0.0,1.0,0.0,0.0,2430.0,1.0,1.0,486.0
77632.0,73.0,1200.0,105.0,758.0,0.0,42.0,147.0,1.0,4.0,2.0,6.0,2.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,2488.0,0.0,3.0,2252.0
46463.0,56.0,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6.0,6.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,2327.0,2.0,0.0,235.0
105471.0,36.0,1009.0,181.0,104.0,202.0,21.0,207.0,0.0,9.0,8.0,13.0,3.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,2536.0,0.0,3.0,1724.0
55282.0,9.0,125.0,6.0,73.0,8.0,4.0,19.0,1.0,3.0,1.0,6.0,4.0,0.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,2210.0,1.0,0.0,235.0
78710.0,42.0,721.0,0.0,152.0,119.0,50.0,50.0,3.0,7.0,6.0,12.0,4.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,2049.0,1.0,0.0,1092.0
66886.0,28.0,315.0,4.0,62.0,41.0,31.0,146.0,2.0,7.0,1.0,7.0,5.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,2298.0,1.0,0.0,599.0
98777.0,23.0,1000.0,19.0,711.0,125.0,115.0,38.0,0.0,4.0,6.0,9.0,1.0,0.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,2144.0,0.0,1.0,2008.0
29103.0,38.0,16.0,0.0,17.0,6.0,3.0,6.0,2.0,1.0,0.0,3.0,9.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,2683.0,1.0,0.0,48.0
67445.0,63.0,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,6.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,2698.0,1.0,0.0,1174.0
50616.0,71.0,30.0,2.0,25.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,2089.0,1.0,0.0,67.0
49431.0,9.0,219.0,3.0,100.0,26.0,0.0,17.0,2.0,7.0,1.0,5.0,8.0,0.0,65.0,1.0,0.0,0.0,1.0,0.0,0.0,2707.0,1.0,0.0,365.0
61278.0,87.0,111.0,3.0,28.0,2.0,6.0,15.0,2.0,3.0,1.0,4.0,6.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,2188.0,1.0,0.0,165.0
26490.0,92.0,45.0,47.0,52.0,21.0,20.0,25.0,2.0,3.0,1.0,5.0,6.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,2657.0,0.0,0.0,210.0
73059.0,36.0,410.0,112.0,420.0,0.0,82.0,71.0,1.0,9.0,3.0,13.0,4.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,2314.0,1.0,0.0,1095.0
46734.0,86.0,100.0,1.0,39.0,6.0,1.0,76.0,4.0,3.0,2.0,3.0,6.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,2263.0,3.0,1.0,223.0
56253.0,83.0,509.0,0.0,65.0,7.0,11.0,5.0,4.0,7.0,2.0,9.0,6.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,2581.0,1.0,0.0,597.0
19986.0,74.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,2239.0,1.0,0.0,22.0
58330.0,87.0,445.0,53.0,213.0,104.0,98.0,151.0,1.0,6.0,4.0,13.0,4.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,2198.0,1.0,0.0,1064.0
25965.0,29.0,2.0,2.0,11.0,41.0,7.0,11.0,1.0,2.0,0.0,3.0,8.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,2672.0,0.0,0.0,74.0
14661.0,88.0,4.0,1.0,11.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,2556.0,0.0,0.0,26.0
18690.0,77.0,6.0,1.0,7.0,23.0,4.0,19.0,1.0,1.0,1.0,2.0,8.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,2560.0,0.0,0.0,60.0
45068.0,25.0,14.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,2421.0,1.0,0.0,20.0
21063.0,34.0,1.0,10.0,11.0,19.0,3.0,15.0,2.0,2.0,0.0,3.0,6.0,0.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,2289.0,1.0,0.0,59.0
29187.0,43.0,26.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,2428.0,1.0,0.0,34.0
54690.0,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,3.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,2246.0,2.0,0.0,198.0
59304.0,81.0,418.0,61.0,428.0,80.0,51.0,10.0,3.0,7.0,8.0,10.0,5.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,2347.0,1.0,0.0,1048.0
59247.0,87.0,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9.0,6.0,0.0,58.0,1.0,0.0,0.0,0.0,1.0,0.0,2245.0,2.0,0.0,574.0
66731.0,33.0,371.0,159.0,194.0,58.0,106.0,141.0,4.0,4.0,3.0,6.0,3.0,0.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,2667.0,1.0,0.0,1029.0
77353.0,38.0,275.0,59.0,107.0,69.0,101.0,59.0,2.0,6.0,4.0,8.0,4.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,2207.0,1.0,0.0,670.0
52614.0,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,2587.0,1.0,0.0,990.0
26751.0,26.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,2050.0,2.0,0.0,11.0
81300.0,17.0,1004.0,12.0,145.0,32.0,12.0,36.0,3.0,10.0,3.0,5.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,2619.0,1.0,2.0,1241.0
70337.0,75.0,187.0,81.0,149.0,25.0,43.0,91.0,1.0,2.0,2.0,12.0,1.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0,2190.0,0.0,0.0,576.0
36145.0,13.0,56.0,4.0,76.0,17.0,1.0,18.0,4.0,4.0,1.0,3.0,9.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,2390.0,1.0,2.0,172.0
65295.0,19.0,365.0,32.0,117.0,34.0,110.0,6.0,1.0,3.0,3.0,13.0,2.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,2200.0,0.0,0.0,664.0
68118.0,51.0,595.0,23.0,123.0,10.0,23.0,154.0,2.0,8.0,9.0,4.0,6.0,0.0,57.0,1.0,0.0,0.0,1.0,0.0,0.0,2266.0,1.0,0.0,928.0
68743.0,81.0,1132.0,134.0,384.0,175.0,134.0,115.0,1.0,11.0,5.0,13.0,7.0,0.0,53.0,1.0,0.0,0.0,1.0,0.0,0.0,2680.0,0.0,0.0,2074.0
41039.0,32.0,34.0,11.0,137.0,179.0,61.0,45.0,1.0,8.0,1.0,5.0,8.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,2351.0,0.0,0.0,467.0
38946.0,84.0,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6.0,5.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,2260.0,1.0,0.0,257.0
65777.0,87.0,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6.0,1.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,2204.0,0.0,0.0,1146.0
66476.0,99.0,372.0,18.0,126.0,47.0,48.0,78.0,2.0,5.0,2.0,11.0,4.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,1.0,2491.0,1.0,0.0,689.0
86857.0,96.0,899.0,102.0,838.0,133.0,102.0,40.0,1.0,5.0,6.0,10.0,2.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,1.0,2667.0,0.0,1.0,2114.0
77845.0,40.0,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,2056.0,0.0,2.0,1346.0
69476.0,3.0,260.0,86.0,559.0,63.0,9.0,67.0,1.0,4.0,6.0,4.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,2284.0,0.0,0.0,1044.0
50611.0,98.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,6.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,2645.0,1.0,2.0,493.0
61209.0,73.0,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4.0,2.0,0.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,2320.0,0.0,0.0,957.0
42315.0,90.0,67.0,15.0,80.0,17.0,11.0,80.0,3.0,1.0,4.0,4.0,3.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,2364.0,1.0,0.0,270.0
13084.0,29.0,2.0,0.0,7.0,3.0,7.0,10.0,1.0,1.0,0.0,3.0,6.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,2251.0,0.0,0.0,29.0
47570.0,3.0,67.0,1.0,20.0,0.0,2.0,31.0,3.0,2.0,2.0,2.0,7.0,0.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,2408.0,2.0,1.0,121.0
61923.0,94.0,92.0,4.0,18.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,2350.0,2.0,0.0,126.0
34824.0,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,2107.0,0.0,0.0,23.0
26518.0,33.0,20.0,1.0,28.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,8.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,1.0,2459.0,2.0,1.0,57.0
45938.0,46.0,273.0,11.0,178.0,62.0,83.0,29.0,2.0,8.0,4.0,6.0,6.0,0.0,59.0,1.0,0.0,0.0,1.0,0.0,0.0,2250.0,0.0,0.0,636.0
78468.0,29.0,434.0,22.0,388.0,104.0,22.0,34.0,1.0,10.0,7.0,10.0,4.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,2093.0,0.0,1.0,1004.0
78901.0,99.0,321.0,11.0,309.0,33.0,26.0,34.0,3.0,9.0,3.0,5.0,4.0,0.0,47.0,1.0,0.0,0.0,1.0,0.0,0.0,2297.0,1.0,0.0,734.0
71427.0,26.0,212.0,123.0,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8.0,4.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,2121.0,2.0,0.0,614.0
71022.0,30.0,909.0,12.0,278.0,0.0,12.0,242.0,3.0,5.0,2.0,11.0,8.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,2150.0,1.0,1.0,1453.0
90247.0,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,1.0,3.0,4.0,7.0,1.0,0.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,2073.0,0.0,4.0,1621.0
41335.0,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,7.0,0.0,52.0,1.0,0.0,0.0,0.0,1.0,0.0,2197.0,1.0,0.0,187.0
71952.0,93.0,656.0,80.0,455.0,52.0,107.0,93.0,2.0,8.0,4.0,8.0,4.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,2547.0,1.0,2.0,1443.0
35682.0,34.0,23.0,0.0,8.0,6.0,2.0,18.0,1.0,1.0,1.0,3.0,2.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2014.0,1.0,0.0,57.0
43185.0,88.0,537.0,6.0,42.0,16.0,6.0,30.0,2.0,9.0,3.0,6.0,8.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,2457.0,1.0,0.0,637.0
66375.0,96.0,712.0,0.0,45.0,0.0,0.0,191.0,3.0,2.0,4.0,5.0,7.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,2232.0,1.0,1.0,948.0
35178.0,10.0,23.0,1.0,13.0,2.0,2.0,18.0,1.0,1.0,1.0,2.0,7.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,2547.0,1.0,2.0,59.0
25252.0,26.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,8.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,2364.0,1.0,0.0,18.0
55250.0,49.0,664.0,58.0,83.0,32.0,0.0,66.0,4.0,7.0,5.0,10.0,5.0,0.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,2628.0,1.0,0.0,903.0
33249.0,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,6.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,2506.0,1.0,0.0,112.0
58398.0,44.0,299.0,5.0,201.0,21.0,21.0,49.0,3.0,5.0,4.0,8.0,4.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,2423.0,0.0,0.0,596.0
50272.0,75.0,99.0,13.0,66.0,43.0,8.0,4.0,3.0,4.0,1.0,5.0,7.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,2338.0,1.0,0.0,233.0
76618.0,64.0,749.0,40.0,294.0,121.0,160.0,147.0,1.0,3.0,2.0,5.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,2581.0,0.0,0.0,1511.0
87305.0,19.0,345.0,25.0,501.0,63.0,138.0,80.0,1.0,5.0,3.0,8.0,2.0,0.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,2656.0,0.0,2.0,1152.0
25851.0,45.0,9.0,4.0,18.0,7.0,5.0,5.0,2.0,2.0,0.0,3.0,7.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,2515.0,1.0,0.0,48.0
58710.0,77.0,440.0,81.0,368.0,0.0,122.0,174.0,6.0,11.0,5.0,9.0,6.0,0.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,2467.0,1.0,0.0,1185.0
45160.0,9.0,8.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,62.0,1.0,0.0,0.0,1.0,0.0,0.0,2104.0,2.0,0.0,21.0
74806.0,1.0,670.0,9.0,249.0,0.0,28.0,9.0,2.0,5.0,4.0,5.0,4.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,2569.0,1.0,0.0,965.0
59111.0,90.0,524.0,0.0,134.0,28.0,28.0,155.0,1.0,11.0,1.0,8.0,7.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,2435.0,0.0,0.0,869.0
18988.0,43.0,6.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,7.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,2049.0,1.0,0.0,16.0
72190.0,79.0,597.0,166.0,597.0,172.0,166.0,249.0,1.0,5.0,6.0,4.0,3.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,2513.0,0.0,0.0,1947.0
7500.0,19.0,7.0,0.0,12.0,13.0,7.0,32.0,5.0,4.0,1.0,2.0,9.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,2709.0,1.0,2.0,71.0
44794.0,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,6.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,2033.0,1.0,0.0,65.0
80395.0,62.0,445.0,25.0,706.0,80.0,76.0,48.0,1.0,6.0,5.0,12.0,2.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,2230.0,0.0,1.0,1380.0
75012.0,41.0,294.0,142.0,218.0,164.0,58.0,151.0,1.0,3.0,8.0,11.0,1.0,0.0,44.0,1.0,0.0,0.0,0.0,1.0,0.0,2167.0,0.0,0.0,1027.0
56962.0,60.0,292.0,3.0,77.0,10.0,3.0,26.0,7.0,6.0,3.0,5.0,7.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,2273.0,3.0,0.0,411.0
89891.0,17.0,412.0,22.0,132.0,59.0,28.0,183.0,1.0,11.0,6.0,8.0,4.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,2452.0,0.0,1.0,836.0
35946.0,24.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,1.0,2287.0,2.0,0.0,11.0
53593.0,60.0,349.0,4.0,78.0,6.0,0.0,43.0,8.0,7.0,2.0,6.0,8.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,2703.0,2.0,0.0,480.0
66373.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,2394.0,2.0,0.0,606.0
45072.0,74.0,144.0,2.0,99.0,7.0,2.0,30.0,5.0,6.0,1.0,4.0,8.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,1.0,2268.0,3.0,0.0,284.0
89694.0,22.0,1126.0,28.0,211.0,37.0,28.0,42.0,3.0,4.0,3.0,4.0,5.0,0.0,47.0,1.0,0.0,0.0,1.0,0.0,0.0,2275.0,2.0,3.0,1472.0
72025.0,46.0,967.0,0.0,617.0,43.0,50.0,0.0,1.0,4.0,8.0,13.0,2.0,0.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,2073.0,0.0,4.0,1677.0
67432.0,69.0,432.0,79.0,341.0,177.0,136.0,170.0,2.0,8.0,5.0,4.0,4.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,2469.0,1.0,0.0,1335.0
70545.0,29.0,138.0,39.0,63.0,55.0,18.0,21.0,1.0,4.0,1.0,7.0,2.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,2038.0,1.0,0.0,334.0
17487.0,37.0,0.0,0.0,1.0,7.0,4.0,6.0,1.0,1.0,0.0,2.0,7.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,2480.0,1.0,0.0,18.0
62882.0,26.0,509.0,133.0,497.0,78.0,24.0,97.0,2.0,7.0,5.0,6.0,4.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,2701.0,1.0,0.0,1338.0
