Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Days_Customer,Total_AcceptedCmp,Total_SpentProducts
64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,0,70,0,0,1,0,0,1,0,0,0,0,4213,2,1804
46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,68,0,0,1,0,0,0,0,0,1,0,4011,0,241
77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,70,0,0,1,0,0,0,0,0,1,0,3659,0,1101
44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,56,0,0,0,0,1,0,1,0,0,0,4188,0,264
46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,50,0,0,0,1,0,0,0,0,1,0,4080,0,541
70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,39,0,0,1,0,0,0,1,0,0,0,3977,0,1198
41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,47,0,0,1,0,0,0,1,0,0,0,3645,0,482
52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,46,1,0,0,0,0,0,0,1,0,0,3604,0,17
83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,76,0,0,0,1,0,0,1,0,0,0,3782,2,1615
44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,70,0,0,0,1,0,0,0,0,0,1,3858,0,285
69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,44,0,0,1,0,0,0,0,0,1,0,4148,0,1135
45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,36,1,0,0,0,0,0,0,0,1,0,3635,0,114
72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,55,0,0,1,0,0,0,1,0,0,0,3783,0,1047
77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,54,0,0,0,0,1,0,0,0,1,0,3632,0,714
30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,44,0,0,0,0,1,0,1,0,0,0,4096,0,185
63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,62,0,0,1,0,0,1,0,0,0,0,4215,0,1245
42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,46,0,0,1,0,0,0,0,0,1,0,4016,0,189
51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,48,0,0,1,0,0,0,0,0,1,0,4168,0,576
51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,72,0,0,1,0,0,1,0,0,0,0,4123,0,1103
79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,52,0,0,0,0,1,0,1,0,0,0,4246,0,1753
34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,38,0,0,0,0,1,0,0,0,1,0,3689,0,17
37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,58,0,0,1,0,0,0,0,1,0,0,4022,1,433
81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,62,1,0,0,0,0,1,0,0,0,0,4096,1,1588
38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,53,0,0,1,0,0,0,0,0,1,0,3966,0,22
15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,73,0,0,1,0,0,0,0,1,0,0,3630,0,19
62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,59,0,0,0,0,1,0,1,0,0,0,4019,0,1117
22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,49,1,0,0,0,0,0,1,0,0,0,3758,0,69
23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,42,0,0,0,1,0,0,0,0,1,0,3763,0,23
79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,66,0,0,0,0,1,0,0,1,0,0,3824,0,605
7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,51,0,0,1,0,0,0,0,1,0,0,3741,0,57
60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,131,1,0,0,0,0,0,0,1,0,0,3599,0,22
73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,56,0,0,1,0,0,0,0,0,0,1,3800,1,2088
64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,66,0,0,1,0,0,0,0,0,1,0,4109,0,1009
22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,53,0,0,1,0,0,0,0,1,0,0,3889,0,26
73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,34,0,0,1,0,0,0,1,0,0,0,3769,2,1627
61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,66,0,0,1,0,0,0,1,0,0,0,4237,0,1102
31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,60,0,0,0,0,1,0,1,0,0,0,3580,0,17
80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,52,0,0,1,0,0,0,1,0,0,0,3961,4,1690
75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,71,0,0,1,0,0,0,1,0,0,0,4092,0,1390
67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,36,0,0,0,0,1,0,1,0,0,0,4223,0,2126
65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,55,0,0,0,1,0,0,0,0,1,0,4164,0,1531
31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,49,0,0,0,1,0,0,0,1,0,0,3842,0,64
29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,39,0,0,1,0,0,0,0,1,0,0,3801,0,26
102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,50,0,0,1,0,0,1,0,0,0,0,4006,5,1112
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,66,1,0,0,0,0,0,0,0,1,0,4201,0,210
75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,57,0,0,1,0,0,0,0,0,1,0,4225,0,1148
30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,50,0,0,0,0,1,0,0,1,0,0,4180,0,33
63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,63,0,0,0,0,1,0,0,0,1,0,4177,1,1101
45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,60,0,0,1,0,0,0,0,1,0,0,4171,0,322
18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,60,0,0,1,0,0,0,0,1,0,0,3946,0,44
40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,67,0,0,0,0,1,0,0,1,0,0,3759,0,17
15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,45,0,0,1,0,0,1,0,0,0,0,4183,2,31
69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,56,0,0,0,0,1,1,0,0,0,0,3959,0,845
44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,54,0,0,0,1,0,0,1,0,0,0,3568,0,275
37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,46,0,0,0,0,1,0,1,0,0,0,4139,0,25
43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,72,0,0,0,1,0,0,0,0,1,0,4067,1,275
38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,58,0,0,0,1,0,0,1,0,0,0,4028,0,90
80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,0,61,0,0,1,0,0,0,1,0,0,0,3559,1,1495
38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,0,54,0,0,0,0,1,0,1,0,0,0,4178,2,184
72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,54,0,0,1,0,0,0,1,0,0,0,3931,0,981
22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,54,0,0,1,0,0,0,0,0,1,0,3824,0,67
69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,71,0,0,1,0,0,0,0,1,0,0,4201,1,1635
31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,1,41,0,0,0,1,0,0,0,1,0,0,3657,0,60
61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,49,0,0,0,0,1,0,0,0,1,0,3701,0,231
29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,64,0,0,1,0,0,0,1,0,0,0,3640,0,48
33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,61,0,0,1,0,0,1,0,0,0,0,4064,0,99
66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,61,0,0,0,0,1,0,0,0,1,0,3842,0,770
60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,68,0,0,1,0,0,0,0,1,0,0,4084,1,957
77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,43,0,0,0,1,0,0,0,0,1,0,3616,0,818
69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,38,0,0,0,0,1,0,0,1,0,0,4009,2,925
63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,56,0,0,0,1,0,1,0,0,0,0,3990,0,908
24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,43,0,1,0,0,0,0,1,0,0,0,4059,0,102
51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,48,0,0,1,0,0,0,0,0,1,0,4168,0,576
37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,78,0,0,1,0,0,0,0,0,1,0,4223,0,317
65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,50,0,0,0,0,1,0,0,0,1,0,3676,0,461
44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,49,0,0,0,1,0,0,1,0,0,0,3629,0,37
30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,50,0,0,1,0,0,0,1,0,0,0,3908,0,70
75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,72,0,0,1,0,0,0,0,0,1,0,4072,0,930
50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,68,0,0,0,1,0,0,0,0,1,0,4093,0,859
79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,58,0,0,1,0,0,0,0,0,0,1,3604,0,1478
35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,75,0,0,0,1,0,1,0,0,0,0,3937,0,390
32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,0,40,1,0,0,0,0,0,0,0,1,0,3916,1,52
38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,55,0,0,1,0,0,0,0,0,1,0,3740,0,137
82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,44,0,0,1,0,0,0,1,0,0,0,4162,1,1919
16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,53,0,0,1,0,0,0,0,0,1,0,3721,0,68
29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,59,0,0,1,0,0,0,0,0,1,0,4030,0,25
55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,72,0,0,0,1,0,0,0,0,1,0,4231,2,1374
35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,36,1,0,0,0,0,1,0,0,0,0,4035,0,32
42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,38,0,0,0,1,0,0,0,0,1,0,4088,0,100
68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,42,0,0,1,0,0,0,0,1,0,0,4089,0,825
57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,59,0,0,0,0,1,1,0,0,0,0,3660,1,916
35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,66,0,0,1,0,0,1,0,0,0,0,3630,0,62
58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,68,1,0,0,0,0,0,0,0,1,0,3816,0,728
46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,46,0,0,0,0,1,0,1,0,0,0,3676,0,90
39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,36,0,0,1,0,0,0,0,1,0,0,3633,0,273
23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,40,0,0,1,0,0,0,0,0,1,0,3740,0,66
80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,63,0,0,0,1,0,0,1,0,0,0,4014,1,1213
27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,58,0,0,1,0,0,0,0,0,0,1,4205,1,107
77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,77,0,0,1,0,0,0,0,1,0,0,3672,1,1157
64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,60,0,0,0,1,0,0,1,0,0,0,3848,1,546
42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,32,0,0,0,1,0,0,0,0,1,0,3984,0,241
12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,48,0,0,1,0,0,1,0,0,0,0,3718,0,53
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,57,0,0,1,0,0,0,1,0,0,0,3800,0,37
52247.25135379061,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,35,0,0,1,0,0,0,1,0,0,0,3947,2,1611
70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,48,0,0,0,1,0,0,0,1,0,0,4064,0,1508
54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,58,0,0,1,0,0,0,1,0,0,0,3750,0,235
28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,68,0,0,0,1,0,0,0,0,1,0,3666,0,32
40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,52,0,0,1,0,0,0,1,0,0,0,3891,0,102
66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,39,0,0,1,0,0,0,0,1,0,0,4240,0,401
30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,73,0,0,1,0,0,0,1,0,0,0,3904,0,28
52247.25135379061,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,54,0,0,1,0,0,0,0,1,0,0,3866,2,1052
64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,53,0,0,1,0,0,0,1,0,0,0,4084,0,680
34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,50,0,0,1,0,0,0,1,0,0,0,3919,0,30
47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,59,0,0,0,0,1,1,0,0,0,0,3696,0,20
64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,63,0,0,0,0,1,1,0,0,0,0,4063,0,1307
40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,71,0,0,1,0,0,0,0,1,0,0,4090,0,630
62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,67,0,0,1,0,0,0,1,0,0,0,3915,0,1283
14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,48,0,0,0,0,1,1,0,0,0,0,3918,0,65
27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,40,0,0,1,0,0,0,1,0,0,0,3790,0,37
54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,74,0,0,0,0,1,0,1,0,0,0,3972,0,38
29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,38,0,0,0,0,1,0,0,1,0,0,4057,0,160
24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,41,0,0,1,0,0,0,0,1,0,0,3995,0,23
33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,35,0,0,0,0,1,0,0,1,0,0,3847,0,71
66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,68,0,0,0,0,1,0,1,0,0,0,4008,1,1161
35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,53,0,0,0,1,0,0,1,0,0,0,4091,2,59
22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,41,0,0,1,0,0,0,0,0,1,0,3920,0,33
62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,64,0,0,1,0,0,1,0,0,0,0,4211,0,946
75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,56,0,0,1,0,0,1,0,0,0,0,4126,4,1442
30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,52,0,0,1,0,0,0,1,0,0,0,4150,0,62
83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,59,0,0,1,0,0,0,0,0,1,0,4039,2,1674
83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,125,0,0,0,0,1,0,0,0,1,0,3832,1,1853
68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,36,0,0,1,0,0,0,0,1,0,0,4244,0,1538
41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,38,0,0,1,0,0,1,0,0,0,0,3760,0,139
55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,55,0,0,0,0,1,0,1,0,0,0,4139,2,1182
59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,74,0,0,0,0,1,0,0,0,1,0,3937,0,507
27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,0,51,0,1,0,0,0,0,0,0,1,0,3874,2,18
82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,72,0,0,1,0,0,1,0,0,0,0,3787,0,940
44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,59,0,0,1,0,0,0,1,0,0,0,3927,0,42
84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,54,0,0,1,0,0,1,0,0,0,0,3569,1,1190
30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,53,0,0,1,0,0,0,0,0,0,1,4107,0,44
33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,0,48,0,0,0,1,0,0,1,0,0,0,3733,1,16
71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,67,0,0,1,0,0,0,1,0,0,0,3750,0,835
71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,38,0,0,1,0,0,0,1,0,0,0,4091,2,1443
69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,58,0,0,0,0,1,0,0,1,0,0,3800,1,1029
72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,50,0,0,1,0,0,0,1,0,0,0,4166,0,1188
60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,48,0,0,0,0,1,0,0,1,0,0,4110,0,1277
38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,1,46,0,0,1,0,0,0,0,1,0,0,3768,0,49
50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,69,0,0,1,0,0,0,1,0,0,0,3970,1,99
68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,55,0,0,0,0,1,0,1,0,0,0,4120,0,1670
65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,1,81,0,0,0,1,0,0,1,0,0,0,3869,0,900
46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,76,0,0,0,0,1,0,0,0,1,0,3820,0,425
78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,67,0,0,1,0,0,0,1,0,0,0,4195,1,2153
62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,55,0,0,0,0,1,0,0,0,0,1,3655,0,636
28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,46,0,0,1,0,0,0,1,0,0,0,3681,0,57
37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,46,0,0,0,0,1,0,1,0,0,0,4139,0,25
51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,57,0,0,1,0,0,0,1,0,0,0,4104,0,494
54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,55,0,0,1,0,0,0,0,1,0,0,4233,0,693
79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,64,0,0,1,0,0,0,1,0,0,0,3964,0,1348
31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,48,0,0,1,0,0,1,0,0,0,0,4026,0,51
72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,62,0,0,1,0,0,0,0,0,1,0,4145,0,1932
52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,49,0,0,0,0,1,0,0,1,0,0,4131,0,990
35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,40,1,0,0,0,0,0,1,0,0,0,3624,0,30
48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,49,0,0,1,0,0,0,1,0,0,0,4165,0,254
29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,0,54,0,0,0,1,0,0,0,1,0,0,3860,1,29
63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,58,0,0,1,0,0,0,0,1,0,0,4151,1,1371
38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,52,0,0,0,0,1,0,0,1,0,0,3928,1,73
46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,49,0,0,0,1,0,0,0,1,0,0,4236,0,120
22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,0,54,0,0,1,0,0,0,0,1,0,0,4024,2,81
30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,35,0,0,1,0,0,0,0,1,0,0,4102,0,37
66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,63,0,0,0,0,1,0,0,0,1,0,3826,0,1377
30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,55,0,0,1,0,0,0,0,1,0,0,3936,0,51
33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,55,0,0,0,0,1,0,1,0,0,0,4093,0,17
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,39,0,0,1,0,0,0,1,0,0,0,3783,0,22
27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,70,0,0,1,0,0,0,0,0,0,1,4120,0,324
35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,51,1,0,0,0,0,0,1,0,0,0,4232,0,211
36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,43,0,0,0,1,0,0,0,1,0,0,3647,0,19
10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,53,0,0,1,0,0,0,0,1,0,0,3966,0,41
43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,56,0,0,0,1,0,0,0,0,1,0,3812,2,492
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,64,0,0,1,0,0,0,0,0,1,0,4188,0,1005
38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,75,0,0,1,0,0,0,0,0,1,0,4224,0,114
83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,56,0,0,0,0,1,1,0,0,0,0,3973,0,1173
90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,45,0,0,1,0,0,0,0,0,1,0,3733,1,1738
62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,45,0,0,0,1,0,0,0,0,1,0,3758,0,222
74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,31,0,0,1,0,0,0,0,1,0,0,3612,0,1127
51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,78,0,0,0,0,1,0,1,0,0,0,3993,0,209
70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,56,0,0,0,1,0,0,1,0,0,0,3680,0,787
68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,33,0,0,0,0,1,0,0,0,1,0,3822,0,1598
43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,53,0,0,1,0,0,0,1,0,0,0,4208,0,186
15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,40,0,0,1,0,0,0,0,0,1,0,4223,1,47
23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,37,0,0,1,0,0,0,0,1,0,0,4108,0,27
14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,44,1,0,0,0,0,0,0,0,1,0,4153,1,96
31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,68,1,0,0,0,0,1,0,0,0,0,4019,0,64
75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,59,0,0,1,0,0,0,0,0,1,0,4196,0,1040
42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,50,0,0,1,0,0,0,0,1,0,0,3874,0,163
30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,64,0,0,1,0,0,0,0,0,1,0,4031,0,343
55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,69,0,0,0,0,1,0,0,1,0,0,3806,2,446
48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,59,0,0,1,0,0,0,1,0,0,0,3576,0,41
27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,52,0,0,0,0,1,0,0,1,0,0,4224,1,70
65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,53,0,0,0,0,1,1,0,0,0,0,3586,0,272
30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,50,0,0,0,0,1,0,0,0,1,0,3944,0,46
50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,61,0,0,1,0,0,0,1,0,0,0,4176,0,490
23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,42,1,0,0,0,0,0,0,1,0,0,4145,1,79
53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,48,0,0,1,0,0,0,1,0,0,0,4153,0,915
66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,69,0,0,0,0,1,0,1,0,0,0,4012,1,1485
46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,37,0,0,1,0,0,0,0,1,0,0,4232,0,369
75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,62,0,0,1,0,0,0,0,0,1,0,4078,0,1073
75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,81,0,0,0,0,1,0,1,0,0,0,3646,0,1242
19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,0,49,1,0,0,0,0,0,0,0,1,0,3777,1,78
80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,30,0,0,1,0,0,0,0,0,1,0,3691,4,1378
91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,43,0,0,1,0,0,0,0,1,0,0,4048,3,1474
49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,53,0,0,0,1,0,0,1,0,0,0,4037,0,751
37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,51,0,0,0,0,1,0,1,0,0,0,3610,0,48
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,41,0,0,1,0,0,0,1,0,0,0,3594,0,45
